Index,Compound,CAS,T_half_soil_days,SOURCE,Entry,CID,INCHI,INCHIKEY,Canonical_smiles
267,MYCLOBUTANIL,244094-39-1|244094-40-4|88671-89-0,66.0,HSDB,267.0,6336,"InChI=1S/C15H17ClN4/c1-2-3-8-15(9-17,10-20-12-18-11-19-20)13-4-6-14(16)7-5-13/h4-7,11-12H,2-3,8,10H2,1H3",HZJKXKUJVSEEFU-UHFFFAOYSA-N,CCCCC(C#N)(Cn1cncn1)c1ccc(Cl)cc1
268,"N,N-DIBUTYLNITROSOAMINE",924-16-3,21.0,HSDB,268.0,13542,"InChI=1S/C8H18N2O/c1-3-5-7-10(9-11)8-6-4-2/h3-8H2,1-2H3",YGJHZCLPZAZIHH-UHFFFAOYSA-N,CCCCN(CCCC)N=O
269,NALED,300-76-5,6.0,HSDB,269.0,4420,"InChI=1S/C4H7Br2Cl2O4P/c1-10-13(9,11-2)12-3(5)4(6,7)8/h3H,1-2H3",BUYMVQAILCEWRR-UHFFFAOYSA-N,COP(=O)(OC)OC(Br)C(Cl)(Cl)Br
270,NAPROAMIDE,NA,507.0,HSDB,270.0,NA,NA,NA,NA
271,Nicosulfuron,111991-09-4,26.0,HSDB,271.0,73281,"InChI=1S/C15H18N6O6S/c1-21(2)13(22)9-6-5-7-16-12(9)28(24,25)20-15(23)19-14-17-10(26-3)8-11(18-14)27-4/h5-8H,1-4H3,(H2,17,18,19,20,23)",RTCOGUMHFFWOJV-UHFFFAOYSA-N,COc1cc(OC)nc(N=C(O)NS(=O)(=O)c2ncccc2C(=O)N(C)C)n1
272,Nitenpyram,120738-89-8|150824-47-8,15.0,HSDB,272.0,3034287,"InChI=1S/C11H15ClN4O2/c1-3-15(11(13-2)8-16(17)18)7-9-4-5-10(12)14-6-9/h4-6,8,13H,3,7H2,1-2H3/b11-8+",CFRPSFYHXJZSBI-DHZHZOJOSA-N,CCN(Cc1ccc(Cl)nc1)/C(=C/[N+](=O)[O-])NC
273,NITRALIN,4726-14-1,111.0,HSDB,273.0,20848,"InChI=1S/C13H19N3O6S/c1-4-6-14(7-5-2)13-11(15(17)18)8-10(23(3,21)22)9-12(13)16(19)20/h8-9H,4-7H2,1-3H3",UMKANAFDOQQUKE-UHFFFAOYSA-N,CCCN(CCC)c1c([N+](=O)[O-])cc(S(C)(=O)=O)cc1[N+](=O)[O-]
274,NITRILOTRIACETIC ACID,139-13-9|49784-42-1|80751-51-5,5.2,HSDB,274.0,8758,"InChI=1S/C6H9NO6/c8-4(9)1-7(2-5(10)11)3-6(12)13/h1-3H2,(H,8,9)(H,10,11)(H,12,13)",MGFYIUFZLHCRTH-UHFFFAOYSA-N,O=C(O)CN(CC(=O)O)CC(=O)O
275,Nitrotriazolone,932-64-9,2.0,HSDB,275.0,135406868,"InChI=1S/C2H2N4O3/c7-2-3-1(4-5-2)6(8)9/h(H2,3,4,5,7)",QJTIRVUEVSKJTK-UHFFFAOYSA-N,O=[N+]([O-])c1nc(O)n[nH]1
276,NONYLPHENOL,NA,51.0,HSDB,276.0,NA,NA,NA,NA
277,NORFLURAZON,27314-13-2,225.0,HSDB,277.0,33775,"InChI=1S/C12H9ClF3N3O/c1-17-9-6-18-19(11(20)10(9)13)8-4-2-3-7(5-8)12(14,15)16/h2-6,17H,1H3",NVGOPFQZYCNLDU-UHFFFAOYSA-N,CNc1cnn(-c2cccc(C(F)(F)F)c2)c(=O)c1Cl
278,NORTRIPTYLINE,72-69-5,40.5,HSDB,278.0,4543,"InChI=1S/C19H21N/c1-20-14-6-11-19-17-9-4-2-7-15(17)12-13-16-8-3-5-10-18(16)19/h2-5,7-11,20H,6,12-14H2,1H3",PHVGLTMQBUFIQQ-UHFFFAOYSA-N,CNCCC=C1c2ccccc2CCc2ccccc21
279,OCHRATOXIN A,303-47-9,1.0,HSDB,279.0,442530,"InChI=1S/C20H18ClNO6/c1-10-7-12-14(21)9-13(17(23)16(12)20(27)28-10)18(24)22-15(19(25)26)8-11-5-3-2-4-6-11/h2-6,9-10,15,23H,7-8H2,1H3,(H,22,24)(H,25,26)/t10-,15+/m1/s1",RWQKHEORZBHNRI-BMIGLBTASA-N,C[C@@H]1Cc2c(Cl)cc(C(O)=N[C@@H](Cc3ccccc3)C(=O)O)c(O)c2C(=O)O1
280,Octhilinone,26530-20-1,30.0,HSDB,280.0,33528,"InChI=1S/C11H19NOS/c1-2-3-4-5-6-7-9-12-11(13)8-10-14-12/h8,10H,2-7,9H2,1H3",JPMIIZHYYWMHDT-UHFFFAOYSA-N,CCCCCCCCn1sccc1=O
281,OLAQUINDOX,23696-28-2|23696-28-8,8.8,HSDB,281.0,71905,"InChI=1S/C12H13N3O4/c1-8-11(12(17)13-6-7-16)15(19)10-5-3-2-4-9(10)14(8)18/h2-5,16H,6-7H2,1H3,(H,13,17)",TURHTASYUMWZCC-UHFFFAOYSA-N,Cc1c(C(O)=NCCO)[n+](=O)c2ccccc2n1[O-]
282,OMETHOATE,1113-02-6,14.0,HSDB,282.0,14210,"InChI=1S/C5H12NO4PS/c1-6-5(7)4-12-11(8,9-2)10-3/h4H2,1-3H3,(H,6,7)",PZXOQEXFMJCDPG-UHFFFAOYSA-N,CN=C(O)CSP(=O)(OC)OC
283,ORYZALIN,19044-88-3,132.0,HSDB,283.0,29393,"InChI=1S/C12H18N4O6S/c1-3-5-14(6-4-2)12-10(15(17)18)7-9(23(13,21)22)8-11(12)16(19)20/h7-8H,3-6H2,1-2H3,(H2,13,21,22)",UNAHYJYOSSSJHH-UHFFFAOYSA-N,CCCN(CCC)c1c([N+](=O)[O-])cc(S(N)(=O)=O)cc1[N+](=O)[O-]
284,OXADIAZON,19666-30-9,577.0,HSDB,284.0,29732,"InChI=1S/C15H18Cl2N2O3/c1-8(2)21-12-7-11(9(16)6-10(12)17)19-14(20)22-13(18-19)15(3,4)5/h6-8H,1-5H3",CHNUNORXWHYHNE-UHFFFAOYSA-N,CC(C)Oc1cc(-n2nc(C(C)(C)C)oc2=O)c(Cl)cc1Cl
285,OXAMYL,23135-22-0,46.0,HSDB,285.0,31657,"InChI=1S/C7H13N3O3S/c1-8-7(12)13-9-5(14-4)6(11)10(2)3/h1-4H3,(H,8,12)",KZAUOCCYDRDERY-UHFFFAOYSA-N,CN=C(O)ON=C(SC)C(=O)N(C)C
