Index,Compound,CAS,T_half_air_days,SOURCE,Entry,CID,INCHI,INCHIKEY,Canonical_smiles
226,triallate,2303-17-5,7.08333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",226.0,5543,"InChI=1S/C10H16Cl3NOS/c1-6(2)14(7(3)4)10(15)16-5-8(11)9(12)13/h6-7H,5H2,1-4H3",MWBPRDONLNQCFV-UHFFFAOYSA-N,CC(C)N(C(=O)SCC(Cl)=C(Cl)Cl)C(C)C
227,2-methoxytetrachlorophenol,2539-17-5|97331-56-1,7.08333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",227.0,17343,"InChI=1S/C7H4Cl4O2/c1-13-7-5(11)3(9)2(8)4(10)6(7)12/h12H,1H3",YZZVKLJKDFFSFL-UHFFFAOYSA-N,COc1c(O)c(Cl)c(Cl)c(Cl)c1Cl
228,octachlorodibenzo-p-dioxin,3268-87-9,22.9166666666667,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",228.0,18636,InChI=1S/C12Cl8O2/c13-1-2(14)6(18)10-9(5(1)17)21-11-7(19)3(15)4(16)8(20)12(11)22-10,FOIBFBMSLDGNHL-UHFFFAOYSA-N,Clc1c(Cl)c(Cl)c2c(c1Cl)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1O2
229,"o,p' DDE",3424-82-6,7.08333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",229.0,246598,InChI=1S/C14H8Cl4/c15-10-7-5-9(6-8-10)13(14(17)18)11-3-1-2-4-12(11)16/h1-8H,ZDYJWDIWLRZXDB-UHFFFAOYSA-N,ClC(Cl)=C(c1ccc(Cl)cc1)c1ccccc1Cl
230,"2,8-dichlorodibenzofuran",5409-83-6,7.08333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",230.0,21510,InChI=1S/C12H6Cl2O/c13-7-1-3-11-9(5-7)10-6-8(14)2-4-12(10)15-11/h1-6H,IVVRJIDVYSPKFZ-UHFFFAOYSA-N,Clc1ccc2oc3ccc(Cl)cc3c2c1
231,"benzene, 1-chloro-4-phenoxy-",55398-86-2|7005-72-3,0.708333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",231.0,23436,InChI=1S/C12H9ClO/c13-10-6-8-12(9-7-10)14-11-4-2-1-3-5-11/h1-9H,PGPNJCAMHOJTEF-UHFFFAOYSA-N,Clc1ccc(Oc2ccccc2)cc1
232,mecoprop,7085-19-0|93-65-2,0.708333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",232.0,7153,"InChI=1S/C10H11ClO3/c1-6-5-8(11)3-4-9(6)14-7(2)10(12)13/h3-5,7H,1-2H3,(H,12,13)",WNTGYJSOUMFZEP-UHFFFAOYSA-N,Cc1cc(Cl)ccc1OC(C)C(=O)O
233,toxaphene,1852481-29-8|8001-35-2,7.08333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",233.0,5284469,"InChI=1S/C10H8Cl8/c1-4-7(2-11,3-12)9(16)6(14)5(13)8(4,15)10(9,17)18/h5-6H,1-3H2",OEJNXTAZZBRGDN-UHFFFAOYSA-N,C=C1C(CCl)(CCl)C2(Cl)C(Cl)C(Cl)C1(Cl)C2(Cl)Cl
234,benomyl,17804-35-2,0.208333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",234.0,28780,"InChI=1S/C14H18N4O3/c1-3-4-9-15-13(19)18-11-8-6-5-7-10(11)16-12(18)17-14(20)21-2/h5-8H,3-4,9H2,1-2H3,(H,15,19)(H,16,17,20)",RIOXQFHNBCKOKP-UHFFFAOYSA-N,CCCCN=C(O)n1c(N=C(O)OC)nc2ccccc21
235,"2,3,4-trichlorobiphenyl  (PCB 21)",NA,22.9166666666667,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",235.0,NA,NA,NA,NA
236,"2,3,3',4',5'-pentachlorobiphenyl  (PCB 122)",NA,70.8333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",236.0,NA,NA,NA,NA
237,"2,2' dichloro 4 methylbiphenyl",NA,7.08333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",237.0,NA,NA,NA,NA
238,"3,3',4,4',5,5'-hexachlorobiphenyl  (PCB 169)",NA,229.166666666667,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",238.0,NA,NA,NA,NA
239,"2,2',3,3',4,5,6-heptachlorobiphenyl  (PCB 173)",NA,229.166666666667,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",239.0,NA,NA,NA,NA
240,"1,2,3,4-tetrachlorodibenzo-p-dioxin",30746-58-8,7.08333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",240.0,35454,InChI=1S/C12H4Cl4O2/c13-7-8(14)10(16)12-11(9(7)15)17-5-3-1-2-4-6(5)18-12/h1-4H,DJHHDLMTUOLVHY-UHFFFAOYSA-N,Clc1c(Cl)c(Cl)c2c(c1Cl)Oc1ccccc1O2
241,isopropalin,33820-53-0,0.708333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",241.0,36606,"InChI=1S/C15H23N3O4/c1-5-7-16(8-6-2)15-13(17(19)20)9-12(11(3)4)10-14(15)18(21)22/h9-11H,5-8H2,1-4H3",NEKOXWSIMFDGMA-UHFFFAOYSA-N,CCCN(CCC)c1c([N+](=O)[O-])cc(C(C)C)cc1[N+](=O)[O-]
242,"2,7-dichlorodibenzo-p-dioxin",33857-26-0,7.08333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",242.0,36613,InChI=1S/C12H6Cl2O2/c13-7-1-3-9-11(5-7)16-10-4-2-8(14)6-12(10)15-9/h1-6H,NBFMTHWVRBOVPE-UHFFFAOYSA-N,Clc1ccc2c(c1)Oc1ccc(Cl)cc1O2
243,"1,2,3,4,6,7,8-heptchlorodibenzo-p-dioxin",NA,22.9166666666667,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",243.0,NA,NA,NA,NA
244,"2,8-dichlorodibenzo-p-dioxin",38964-22-6,7.08333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",244.0,38193,InChI=1S/C12H6Cl2O2/c13-7-1-3-9-11(5-7)16-12-6-8(14)2-4-10(12)15-9/h1-6H,WMWJCKBJUQDYLM-UHFFFAOYSA-N,Clc1ccc2c(c1)Oc1cc(Cl)ccc1O2
245,octachlorodibenzofuran,39001-02-0,22.9166666666667,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",245.0,38200,InChI=1S/C12Cl8O/c13-3-1-2-4(14)6(16)8(18)10(20)12(2)21-11(1)9(19)7(17)5(3)15,RHIROFAGUQOFLU-UHFFFAOYSA-N,Clc1c(Cl)c(Cl)c2c(oc3c(Cl)c(Cl)c(Cl)c(Cl)c32)c1Cl
246,"2,7-dichlorodibenzo-p-dioxin",33857-26-0,7.08333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",246.0,36613,InChI=1S/C12H6Cl2O2/c13-7-1-3-9-11(5-7)16-10-4-2-8(14)6-12(10)15-9/h1-6H,NBFMTHWVRBOVPE-UHFFFAOYSA-N,Clc1ccc2c(c1)Oc1ccc(Cl)cc1O2
247,"1,2,4-trichlorodibenzo-p-dioxin",39227-58-2,7.08333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",247.0,38253,InChI=1S/C12H5Cl3O2/c13-6-5-7(14)11-12(10(6)15)17-9-4-2-1-3-8(9)16-11/h1-5H,HRVUKLBFRPWXPJ-UHFFFAOYSA-N,Clc1cc(Cl)c2c(c1Cl)Oc1ccccc1O2
248,"1,2,3,4,7-pentachlorodibenzo-p-dioxin",39227-61-7,22.9166666666667,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",248.0,38254,InChI=1S/C12H3Cl5O2/c13-4-1-2-5-6(3-4)19-12-10(17)8(15)7(14)9(16)11(12)18-5/h1-3H,WRNGAZFESPEMCN-UHFFFAOYSA-N,Clc1ccc2c(c1)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1O2
249,"2,3,7,8-TCDF",51207-31-9,7.08333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",249.0,39929,InChI=1S/C12H4Cl4O/c13-7-1-5-6-2-8(14)10(16)4-12(6)17-11(5)3-9(7)15/h1-4H,KSMVNVHUTQZITP-UHFFFAOYSA-N,Clc1cc2oc3cc(Cl)c(Cl)cc3c2cc1Cl
250,metolachlor,51218-45-2|82535-90-8,7.08333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",250.0,4169,"InChI=1S/C15H22ClNO2/c1-5-13-8-6-7-11(2)15(13)17(14(18)9-16)12(3)10-19-4/h6-8,12H,5,9-10H2,1-4H3",WVQBLGZPHOPPFO-UHFFFAOYSA-N,CCc1cccc(C)c1N(C(=O)CCl)C(C)COC
251,"2,2',3,3',4,5,5',6,6'-nonachlorobiphenyl  (PCB 208)",NA,708.333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",251.0,NA,NA,NA,NA
252,PCB 28*,NA,10.625,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",252.0,NA,NA,NA,NA
253,PCB 101*,NA,36.875,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",253.0,NA,NA,NA,NA
254,PCB 180*,NA,110.625,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",254.0,NA,NA,NA,NA
255,? HCH*,NA,120.0,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",255.0,NA,NA,NA,NA
256,p-cresol*,NA,0.25,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",256.0,NA,NA,NA,NA
257,Hypo-A*,NA,7.0,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",257.0,NA,NA,NA,NA
258,Hypo-B*,NA,365.0,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",258.0,NA,NA,NA,NA
259,Hypo-C*,NA,0.17,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",259.0,NA,NA,NA,NA
260,Mirex,143-50-0|2385-85-5,7.08333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",260.0,16945,"InChI=1S/C10Cl12/c11-1-2(12)7(17)4(14)3(13,5(1,15)9(7,19)20)6(1,16)10(21,22)8(2,4)18",GVYLCNUFSHDAAW-UHFFFAOYSA-N,ClC1(Cl)C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl
261,"2,4-dichlorophenoxybutyricacid",94-82-6,2.29166666666667,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",261.0,1489,"InChI=1S/C10H10Cl2O3/c11-7-3-4-9(8(12)6-7)15-5-1-2-10(13)14/h3-4,6H,1-2,5H2,(H,13,14)",YIVXMZJTEQBPQO-UHFFFAOYSA-N,O=C(O)CCCOc1ccc(Cl)cc1Cl
262,dimethylphthalate (dmp),NA,7.08333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",262.0,NA,NA,NA,NA
263,mecoprop,7085-19-0|93-65-2,0.708333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",263.0,7153,"InChI=1S/C10H11ClO3/c1-6-5-8(11)3-4-9(6)14-7(2)10(12)13/h3-5,7H,1-2H3,(H,12,13)",WNTGYJSOUMFZEP-UHFFFAOYSA-N,Cc1cc(Cl)ccc1OC(C)C(=O)O
264,"benzene, 1,2,4,5-tetramethyl-",15220-27-6|95-93-2,0.708333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",264.0,7269,"InChI=1S/C10H14/c1-7-5-9(3)10(4)6-8(7)2/h5-6H,1-4H3",SQNZJJAZBFDUTD-UHFFFAOYSA-N,Cc1cc(C)c(C)cc1C
265,iso-propyl-4-methyl-benzene,NA,0.708333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",265.0,NA,NA,NA,NA
266,parathion,56-38-2,0.708333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",266.0,991,"InChI=1S/C10H14NO5PS/c1-3-14-17(18,15-4-2)16-10-7-5-9(6-8-10)11(12)13/h5-8H,3-4H2,1-2H3",LCCNCVORNKJIRZ-UHFFFAOYSA-N,CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1
267,triallate,2303-17-5,7.08333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",267.0,5543,"InChI=1S/C10H16Cl3NOS/c1-6(2)14(7(3)4)10(15)16-5-8(11)9(12)13/h6-7H,5H2,1-4H3",MWBPRDONLNQCFV-UHFFFAOYSA-N,CC(C)N(C(=O)SCC(Cl)=C(Cl)Cl)C(C)C
268,diallate,17708-57-5|2303-16-4,0.708333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",268.0,5284376,"InChI=1S/C10H17Cl2NOS/c1-7(2)13(8(3)4)10(14)15-6-9(12)5-11/h5,7-8H,6H2,1-4H3/b9-5-",SPANOECCGNXGNR-UITAMQMPSA-N,CC(C)N(C(=O)SC/C(Cl)=C/Cl)C(C)C
269,malathion,121-75-5,0.708333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",269.0,4004,"InChI=1S/C10H19O6PS2/c1-5-15-9(11)7-8(10(12)16-6-2)19-17(18,13-3)14-4/h8H,5-7H2,1-4H3",JXSJBGJIGXNWCI-UHFFFAOYSA-N,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC
270,decane,116372-01-1|124-18-5|63335-87-5,0.708333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",270.0,15600,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",DIOQZVSQGTUSAI-UHFFFAOYSA-N,CCCCCCCCCC
271,Heptachlor,76-44-8,2.29166666666667,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",271.0,3589,"InChI=1S/C10H5Cl7/c11-4-2-1-3-5(4)9(15)7(13)6(12)8(3,14)10(9,16)17/h1-5H",FRCCEHPWNOQAEU-UHFFFAOYSA-N,ClC1=C(Cl)C2(Cl)C3C(Cl)C=CC3C1(Cl)C2(Cl)Cl
272,chlordane,12789-03-6|33442-85-2|5103-71-9|5103-74-2,2.29166666666667,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",272.0,5993,"InChI=1S/C10H6Cl8/c11-3-1-2-4(5(3)12)9(16)7(14)6(13)8(2,15)10(9,17)18/h2-5H,1H2",BIWJNBZANLAXMG-UHFFFAOYSA-N,ClC1=C(Cl)C2(Cl)C3C(Cl)C(Cl)CC3C1(Cl)C2(Cl)Cl
273,naphthalene,31807-65-5|91-20-3,0.708333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",273.0,931,InChI=1S/C10H8/c1-2-6-10-8-4-3-7-9(10)5-1/h1-8H,UFWIBTONFRDIAS-UHFFFAOYSA-N,c1ccc2ccccc2c1
274,toxaphene,1852481-29-8|8001-35-2,7.08333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",274.0,5284469,"InChI=1S/C10H8Cl8/c1-4-7(2-11,3-12)9(16)6(14)5(13)8(4,15)10(9,17)18/h5-6H,1-3H2",OEJNXTAZZBRGDN-UHFFFAOYSA-N,C=C1C(CCl)(CCl)C2(Cl)C(Cl)C(Cl)C1(Cl)C2(Cl)Cl
275,2-naphthalenamine,612-52-2|91-59-8,0.208333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",275.0,7057,"InChI=1S/C10H9N/c11-10-6-5-8-3-1-2-4-9(8)7-10/h1-7H,11H2",JBIJLHTVPXGSAM-UHFFFAOYSA-N,Nc1ccc2ccccc2c1
276,1-naphthalenamine,134-32-7|25168-10-9,0.208333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",276.0,8640,"InChI=1S/C10H9N/c11-10-7-3-5-8-4-1-2-6-9(8)10/h1-7H,11H2",RUFPHBVGCFYCNW-UHFFFAOYSA-N,Nc1cccc2ccccc12
277,"naphthalene, 1-methyl-",1321-94-4|90-12-0,0.708333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",277.0,7002,"InChI=1S/C11H10/c1-9-5-4-7-10-6-2-3-8-11(9)10/h2-8H,1H3",QPUYECUOLPXSFR-UHFFFAOYSA-N,Cc1cccc2ccccc12
278,propoxur,114-26-1,0.208333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",278.0,4944,"InChI=1S/C11H15NO3/c1-8(2)14-9-6-4-5-7-10(9)15-11(13)12-3/h4-8H,1-3H3,(H,12,13)",ISRUGXGCCGIOQO-UHFFFAOYSA-N,CN=C(O)Oc1ccccc1OC(C)C
279,octachlorodibenzofuran,39001-02-0,22.9166666666667,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",279.0,38200,InChI=1S/C12Cl8O/c13-3-1-2-4(14)6(16)8(18)10(20)12(2)21-11(1)9(19)7(17)5(3)15,RHIROFAGUQOFLU-UHFFFAOYSA-N,Clc1c(Cl)c(Cl)c2c(oc3c(Cl)c(Cl)c(Cl)c(Cl)c32)c1Cl
280,octachlorodibenzo-p-dioxin,3268-87-9,22.9166666666667,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",280.0,18636,InChI=1S/C12Cl8O2/c13-1-2(14)6(18)10-9(5(1)17)21-11-7(19)3(15)4(16)8(20)12(11)22-10,FOIBFBMSLDGNHL-UHFFFAOYSA-N,Clc1c(Cl)c(Cl)c2c(c1Cl)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1O2
281,Acenapthene,83-32-9,2.29166666666667,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",281.0,6734,"InChI=1S/C12H10/c1-3-9-4-2-6-11-8-7-10(5-1)12(9)11/h1-6H,7-8H2",CWRYPZZKDGJXCA-UHFFFAOYSA-N,c1cc2c3c(cccc3c1)CC2
282,"3,3'-dichlorobenzidine",86349-58-8|91-94-1,0.208333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",282.0,7070,"InChI=1S/C12H10Cl2N2/c13-9-5-7(1-3-11(9)15)8-2-4-12(16)10(14)6-8/h1-6H,15-16H2",HUWXDEQWWKGHRV-UHFFFAOYSA-N,Nc1ccc(-c2ccc(N)c(Cl)c2)cc1Cl
283,diphenylnitrosamine,382165-80-2|86-30-6,0.208333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",283.0,6838,InChI=1S/C12H10N2O/c15-13-14(11-7-3-1-4-8-11)12-9-5-2-6-10-12/h1-10H,UBUCNCOMADRQHX-UHFFFAOYSA-N,O=NN(c1ccccc1)c1ccccc1
284,"benzene, 1,1'-oxybis-",101-84-8|32576-61-7,0.708333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",284.0,7583,InChI=1S/C12H10O/c1-3-7-11(8-4-1)13-12-9-5-2-6-10-12/h1-10H,USIUVYZYUHIAEV-UHFFFAOYSA-N,c1ccc(Oc2ccccc2)cc1
285,diphenylamine,122-39-4|25656-57-9,0.208333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",285.0,11487,"InChI=1S/C12H11N/c1-3-7-11(8-4-1)13-12-9-5-2-6-10-12/h1-10,13H",DMBHHRLKUKUOEG-UHFFFAOYSA-N,c1ccc(Nc2ccccc2)cc1
286,Carbaryl,27636-33-5|3197-92-0|63-25-2,2.29166666666667,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",286.0,6129,"InChI=1S/C12H11NO2/c1-13-12(14)15-11-8-4-6-9-5-2-3-7-10(9)11/h2-8H,1H3,(H,13,14)",CVXBEEMKQHEXEN-UHFFFAOYSA-N,CN=C(O)Oc1cccc2ccccc12
287,1-ethylnaphthalene,1127-76-0|27138-19-8|29793-40-6,0.708333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",287.0,14315,"InChI=1S/C12H12/c1-2-10-7-5-8-11-6-3-4-9-12(10)11/h3-9H,2H2,1H3",ZMXIYERNXPIYFR-UHFFFAOYSA-N,CCc1cccc2ccccc12
288,"2,3-dimethylnaphthalene",581-40-8,0.708333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",288.0,11386,"InChI=1S/C12H12/c1-9-7-11-5-3-4-6-12(11)8-10(9)2/h3-8H,1-2H3",WWGUMAYGTYQSGA-UHFFFAOYSA-N,Cc1cc2ccccc2cc1C
289,"1,1'-biphenyl -4,4'-diamine",NA,0.208333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",289.0,NA,NA,NA,NA
290,diethylphthalate (dep),NA,7.08333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",290.0,NA,NA,NA,NA
291,carbofuran,1563-66-2,0.208333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",291.0,2566,"InChI=1S/C12H15NO3/c1-12(2)7-8-5-4-6-9(10(8)16-12)15-11(14)13-3/h4-6H,7H2,1-3H3,(H,13,14)",DUEPRVBVGDRKAG-UHFFFAOYSA-N,CN=C(O)Oc1cccc2c1OC(C)(C)C2
292,diazinon,333-41-5,22.9166666666667,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",292.0,3017,"InChI=1S/C12H21N2O3PS/c1-6-15-18(19,16-7-2)17-11-8-10(5)13-12(14-11)9(3)4/h8-9H,6-7H2,1-5H3",FHIVAFMUCKRCQO-UHFFFAOYSA-N,CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1
293,dodecane,112-40-3|93685-81-5,0.708333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",293.0,8182,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3",SNRUBQQJIBEYMU-UHFFFAOYSA-N,CCCCCCCCCCCC
294,PCB-202,2136-99-4,708.333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",294.0,16495,InChI=1S/C12H2Cl8/c13-3-1-4(14)10(18)7(9(3)17)8-11(19)5(15)2-6(16)12(8)20/h1-2H,JPOPEORRMSDUIP-UHFFFAOYSA-N,Clc1cc(Cl)c(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1Cl
295,"2,3,4,7,8-Pentachlorodibenzofuran",57117-31-4,22.9166666666667,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",295.0,42128,InChI=1S/C12H3Cl5O/c13-6-1-4-5-2-8(15)10(16)11(17)12(5)18-9(4)3-7(6)14/h1-3H,OGBQILNBLMPPDP-UHFFFAOYSA-N,Clc1cc2oc3c(Cl)c(Cl)c(Cl)cc3c2cc1Cl
296,"1,2,3,4,7-pentachlorodibenzo-p-dioxin",39227-61-7,22.9166666666667,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",296.0,38254,InChI=1S/C12H3Cl5O2/c13-4-1-2-5-6(3-4)19-12-10(17)8(15)7(14)9(16)11(12)18-5/h1-3H,WRNGAZFESPEMCN-UHFFFAOYSA-N,Clc1ccc2c(c1)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1O2
